user_id,ethnicity,religion,sexualOrientation,OtherRacialBias,Positive Attitude,Neutral Attitude,Negative Attitude
[900, 2.972767873405674e-14, 5.039775292840491e-12, 5.696797229805513e-13, 4.8219858365520205e-14, 1.4425654198196385e-13, 3.843234481139981e-14, 3.907081522065668e-14]
[946, 2.972767873405674e-14, 5.039775292840491e-12, 5.696797229805513e-13, 4.8219858365520205e-14, 1.4425654198196385e-13, 3.843234481139981e-14, 3.907081522065668e-14]
[740, 2.0694406190558834e-14, 8.399625488067483e-13, 1.120681422256822e-13, 4.766240335551419e-14, 5.890475464263525e-14, 4.930942353160731e-14, 2.451502131492184e-14]
[29, 2.785721156427003e-14, 6.20041558519399e-14, 1.0005344305915805e-14, 9.012988792694036e-15, 2.3518352310500645e-14, 1.240807020107076e-14, 2.321101775079128e-14]
[750, 1.560292530240547e-14, 2.7998751626891614e-12, 1.8678023704280368e-13, 2.118329038022853e-14, 3.365985979579157e-14, 2.8038691812090434e-14, 1.4300429100371075e-14]
[114, 4.927239569180674e-15, 2.799875162689161e-13, 3.7356047408560747e-14, 5.574550100060139e-15, 3.606413549549097e-15, 7.251385813471664e-15, 7.150214550185538e-15]
[711, 1.6424131897268914e-15, 2.799875162689161e-13, 7.471209481712149e-14, 2.787275050030069e-16, 1.202137849849699e-15, 4.83425720898111e-16, 6.38412013409423e-15]
[868, 1.6424131897268916e-16, 2.799875162689161e-13, 8.405110666926167e-14, 5.574550100060138e-16, 1.202137849849699e-15, 2.417128604490555e-16, 4.596566496547845e-15]
[360, 7.878807311106676e-15, 7.750519481492488e-15, 2.620447318216044e-15, 9.24409106942978e-16, 3.713424049026418e-15, 3.5117179814351208e-15, 4.541286081676555e-15]
[663, 2.463619784590337e-15, 2.799875162689161e-13, 2.801703555642055e-14, 2.229820040024055e-15, 4.808551399398796e-15, 2.4171286044905546e-15, 3.06437766436523e-15]
[193, 1.9708958276722696e-15, 2.799875162689161e-13, 8.405110666926167e-14, 5.574550100060139e-15, 2.8851308396392775e-14, 1.933702883592444e-15, 2.809012859001461e-15]
[197, 8.212065948634458e-16, 2.799875162689161e-13, 2.8017035556420557e-14, 5.574550100060138e-16, 2.404275699699398e-15, 9.66851441796222e-16, 2.0429184429101536e-15]
[762, 4.927239569180674e-16, 8.399625488067483e-13, 3.7356047408560747e-14, 2.7872750500300693e-15, 1.2021378498496991e-14, 4.83425720898111e-16, 1.532188832182615e-15]
[633, 9.85447913836135e-16, 2.799875162689161e-13, 9.339011852140187e-15, 1.1149100200120276e-15, 3.606413549549097e-15, 7.251385813471663e-16, 1.276824026818846e-15]
[738, 8.212065948634457e-16, 2.799875162689161e-13, 1.8678023704280373e-14, 2.787275050030069e-16, 1.202137849849699e-15, 4.83425720898111e-16, 1.276824026818846e-15]
[522, 2.2148698063401012e-15, 1.1625779222238732e-14, 4.764449669483718e-15, 7.875722325599716e-16, 1.4111011386300385e-15, 3.44301045571139e-15, 1.1424619073400138e-15]
[329, 1.6424131897268916e-16, 5.599750325378322e-13, 7.471209481712149e-14, 2.787275050030069e-16, 4.808551399398796e-15, 7.251385813471663e-16, 1.0214592214550768e-15]
[344, 8.212065948634458e-16, 2.799875162689161e-13, 9.339011852140187e-15, 5.574550100060138e-16, 1.202137849849699e-15, 7.251385813471664e-16, 1.0214592214550768e-15]
[634, 8.212065948634458e-16, 2.799875162689161e-13, 9.339011852140187e-15, 5.574550100060138e-16, 1.202137849849699e-15, 7.251385813471664e-16, 1.0214592214550768e-15]
[874, 8.212065948634457e-16, 2.799875162689161e-13, 9.339011852140187e-15, 1.1149100200120276e-15, 2.404275699699398e-15, 7.251385813471663e-16, 1.0214592214550768e-15]
[892, 1.6424131897268916e-16, 5.599750325378322e-13, 7.471209481712149e-14, 2.787275050030069e-16, 4.808551399398796e-15, 7.251385813471663e-16, 1.0214592214550768e-15]
[924, 8.212065948634457e-16, 2.799875162689161e-13, 9.339011852140187e-15, 5.574550100060138e-16, 1.202137849849699e-15, 7.251385813471663e-16, 1.0214592214550768e-15]
[612, 4.402321837299732e-16, 2.6158003250037146e-14, 1.2636149123413336e-15, 4.816058380084225e-16, 3.1943432679797134e-16, 2.0515486554128012e-16, 7.635607304097066e-16]
[595, 7.875092644764803e-16, 2.422037337966403e-15, 2.3476998371369043e-16, 5.995981976094188e-18, 3.8332119215756574e-17, 3.379822470395303e-17, 4.111480856052267e-16]
[103, 3.802005223122496e-16, 4.359667208339525e-14, 4.212049707804446e-15, 5.631083644406169e-16, 8.9441611503432e-16, 6.610545667441249e-16, 3.289184684841813e-16]
[332, 1.0719465729396835e-16, 9.68814935186561e-16, 1.242899913778361e-16, 3.254961644165416e-17, 5.989393627461963e-17, 1.1540857215983962e-16, 8.545430798853732e-17]
[335, 4.002110761181575e-18, 4.359667208339525e-15, 2.3166273392924446e-15, 7.40932058474496e-18, 6.388686535959427e-17, 5.698746265035559e-18, 5.873544080074667e-17]
[562, 5.461443966916292e-17, 1.4532224027798416e-14, 6.214499568891806e-16, 1.9529769864992494e-16, 1.4906935250571997e-16, 2.9934546418601876e-16, 4.299587823322632e-17]
[568, 9.242443636319877e-17, 2.422037337966403e-15, 2.209599846717086e-15, 1.1717861918995496e-16, 2.2360402875858e-16, 3.533939507751612e-16, 4.299587823322632e-17]
[394, 5.67149950410538e-17, 1.4532224027798416e-14, 2.7619998083963573e-16, 3.580457808581957e-17, 4.472080575171599e-17, 1.330424285271195e-16, 3.0097114763258424e-17]
[907, 2.3680997929422467e-17, 3.875259740746244e-15, 7.940749449139528e-17, 3.648983316880177e-17, 4.951232065368555e-17, 4.071557079924778e-17, 2.1421160762625255e-17]
[92, 2.0010553805907875e-17, 4.359667208339525e-15, 6.318074561706668e-16, 1.481864116948992e-17, 6.388686535959427e-17, 2.84937313251778e-17, 1.7620632240224e-17]
[248, 2.7196664288692472e-17, 2.422037337966403e-15, 7.595499473089983e-17, 2.312735905064901e-18, 1.2777373071918856e-17, 1.2257680645548182e-17, 1.6123454337459873e-17]
[756, 9.75099914740925e-18, 2.4220373379664026e-16, 3.1072497844459016e-17, 2.997990988047094e-19, 3.726733812643e-18, 2.078787945736242e-18, 9.213402478548496e-18]
[713, 1.0502776859454407e-17, 2.422037337966403e-15, 6.904999520990893e-17, 6.509923288330832e-18, 7.453467625286e-18, 1.2472727674417451e-17, 8.599175646645266e-18]
[904, 4.643332927337738e-18, 2.4220373379664026e-16, 1.3809999041981791e-17, 8.565688537277409e-19, 7.985858169949285e-19, 2.150470288692664e-18, 6.449381734983948e-18]
[366, 1.60084430447263e-17, 4.359667208339525e-15, 2.1060248539022228e-16, 1.481864116948992e-17, 6.388686535959427e-17, 2.2794985060142237e-17, 5.873544080074666e-18]
[323, 4.422221835559751e-20, 7.266112013899207e-16, 2.554849822766632e-16, 1.2848532805916114e-19, 1.8633669063215e-18, 3.9425288626032183e-19, 2.8791882745464055e-18]
[901, 4.422221835559751e-20, 7.266112013899207e-16, 1.277424911383316e-16, 1.2848532805916114e-19, 1.8633669063215e-18, 3.9425288626032183e-19, 1.9194588496976038e-18]
[683, 1.2161110047789315e-18, 1.4532224027798414e-15, 1.0357499281486343e-17, 1.1135395098460633e-18, 2.6619527233164283e-18, 1.2902821732155984e-18, 1.5355670797580831e-18]
[897, 2.149760626967485e-18, 3.77133841551862e-17, 1.557134827284453e-18, 3.4610225226835705e-19, 1.584439530618813e-18, 1.5683382366408659e-18, 1.1372707118364659e-18]
[592, 6.633332753339626e-19, 2.4220373379664026e-16, 1.3809999041981791e-17, 8.565688537277409e-19, 7.985858169949285e-19, 1.075235144346332e-18, 1.0748969558306582e-18]
[690, 2.2111109177798756e-20, 7.266112013899207e-16, 2.554849822766632e-16, 1.2848532805916114e-19, 1.8633669063215e-18, 7.885057725206437e-19, 9.597294248488019e-19]
[189, 1.2672273169492548e-18, 7.542676831037241e-18, 8.564241550064491e-19, 7.286363205649622e-20, 1.0185682696835225e-18, 4.0560471637263775e-19, 7.311026004662995e-19]
[235, 1.2672273169492548e-18, 7.542676831037241e-18, 8.564241550064491e-19, 7.286363205649622e-20, 1.0185682696835225e-18, 4.0560471637263775e-19, 7.311026004662995e-19]
[260, 1.171888786423334e-18, 4.844074675932805e-16, 1.3809999041981791e-17, 2.997990988047094e-19, 2.395757450984786e-18, 1.469488030606654e-18, 5.75837654909281e-19]
[16, 3.3166663766698136e-19, 2.4220373379664026e-16, 2.4167498323468132e-17, 5.567697549230316e-19, 2.1295621786531427e-18, 4.65935229216744e-19, 5.374484779153291e-19]
[178, 3.071086609953551e-19, 3.77133841551862e-17, 6.228539309137812e-18, 8.6525563067089285e-19, 5.941648239820548e-19, 9.80211397900541e-19, 3.4612586881979396e-19]
[385, 1.3266665506679254e-19, 2.4220373379664026e-16, 3.4524997604954477e-18, 1.7131377074554816e-19, 7.985858169949284e-19, 1.0752351443463322e-19, 1.919458849697604e-19]
[516, 1.1055554588899378e-19, 2.4220373379664026e-16, 3.4524997604954477e-18, 8.565688537277408e-20, 5.323905446632857e-19, 3.5841171478211077e-20, 1.919458849697604e-19]
[925, 3.4431176310953503e-19, 3.352300813794329e-18, 5.871164102875807e-20, 8.971071461291153e-20, 9.867380112559123e-20, 2.716786307778988e-19, 1.545724168078792e-19]
[272, 1.1055554588899378e-19, 2.4220373379664026e-16, 3.4524997604954477e-18, 8.565688537277408e-20, 2.6619527233164283e-19, 1.075235144346332e-19, 1.535567079758083e-19]
[389, 1.1055554588899378e-19, 2.4220373379664026e-16, 3.4524997604954477e-18, 8.565688537277408e-20, 2.6619527233164283e-19, 1.0752351443463322e-19, 1.535567079758083e-19]
[673, 1.1055554588899378e-19, 2.4220373379664026e-16, 3.4524997604954477e-18, 8.565688537277408e-20, 2.6619527233164283e-19, 1.0752351443463322e-19, 1.535567079758083e-19]
[693, 8.844443671119503e-20, 2.4220373379664026e-16, 3.4524997604954477e-18, 4.282844268638704e-20, 2.6619527233164283e-19, 3.5841171478211077e-20, 1.535567079758083e-19]
[108, 3.7122432881719245e-19, 3.0170707324148965e-17, 9.342808963706718e-19, 6.37556780494342e-20, 3.819631011313209e-19, 4.503902371387832e-19, 1.0595689861830427e-19]
[128, 1.1364538586295111e-19, 1.2571128051728733e-18, 4.5948240805114996e-20, 3.501034343755057e-21, 4.126144610986493e-20, 5.671663434393069e-20, 6.423204148266485e-20]
[536, 6.188610121249812e-20, 2.0113804882765973e-17, 4.5948240805115e-19, 3.2851810985009867e-19, 9.24256392860974e-19, 1.6721628401400249e-19, 5.771072909493698e-20]
[170, 5.118477683255918e-20, 3.77133841551862e-17, 1.557134827284453e-18, 8.652556306708926e-20, 1.9805494132735164e-19, 9.802113979005412e-20, 4.944655268854199e-20]
[132, 4.422221835559751e-20, 2.4220373379664026e-16, 3.4524997604954477e-18, 4.282844268638704e-20, 2.6619527233164283e-19, 7.168234295642215e-20, 3.8389176993952076e-20]
[576, 2.2111109177798756e-20, 2.4220373379664026e-16, 3.4524997604954477e-18, 4.282844268638704e-20, 2.6619527233164283e-19, 3.5841171478211077e-20, 3.8389176993952076e-20]
[86, 1.1422287040528998e-19, 7.542676831037241e-18, 3.114269654568906e-19, 3.18778390247171e-20, 6.366051685522016e-20, 2.0787241714097683e-19, 2.6489224654576065e-20]
[546, 1.160922533567786e-20, 2.5142256103457467e-18, 2.7568944483069007e-19, 2.6323566494398923e-20, 7.07339076169113e-21, 3.82645958842111e-20, 2.100670539055706e-20]
[100, 1.7815695803597945e-20, 1.6761504068971646e-17, 5.871164102875807e-19, 3.551049120094414e-20, 5.11641931762325e-20, 4.3770446069772596e-20, 2.0037165141762118e-20]
[362, 7.635298201541978e-20, 4.1903760172429115e-18, 1.7868760313100283e-19, 1.8005319482168862e-20, 4.621281964304871e-20, 1.0356950619326471e-19, 1.0341762653812708e-20]
[309, 2.2504036804544772e-21, 1.6761504068971644e-18, 1.7613492308627417e-19, 7.475892884409293e-21, 1.0963755680621248e-20, 6.791965769447471e-21, 5.7249043262177485e-21]
[331, 1.3544096224957505e-21, 6.285564025864367e-19, 1.1487060201278754e-20, 1.3161783247199462e-21, 1.7683476904227825e-21, 1.2754865294737036e-22, 5.6556514513038235e-21]
[496, 4.241832334189988e-21, 2.0951880086214557e-18, 2.552680044728612e-20, 1.000295526787159e-21, 1.6504578443945968e-21, 1.84945546773687e-21, 3.878160995179765e-21]
[210, 2.693935622766273e-21, 3.7713384155186206e-18, 7.785674136422265e-20, 2.276988501765507e-21, 7.073390761691128e-21, 2.5350294773289857e-21, 3.5318966206101424e-21]
[339, 2.693935622766273e-21, 3.7713384155186206e-18, 7.785674136422265e-20, 2.276988501765507e-21, 7.073390761691128e-21, 2.5350294773289853e-21, 3.5318966206101424e-21]
[89, 5.1437798410388066e-21, 1.6761504068971644e-18, 2.2335950391375353e-19, 2.1322088860463128e-20, 8.753321067592772e-20, 1.492319239484233e-20, 2.596982809272164e-21]
[517, 1.3395260002705223e-21, 2.5142256103457467e-18, 3.7013860648564864e-20, 8.686776943151642e-22, 2.4756867665918954e-21, 1.1957686213815971e-21, 1.8236590394000083e-21]
[797, 5.0215994888978146e-23, 7.829768336716855e-20, 2.2767310852907866e-19, 5.255410256019134e-22, 2.5491460284881117e-20, 2.5258378039404296e-21, 1.5329954646836087e-21]
[51, 1.4139441113966627e-21, 2.0951880086214557e-18, 2.552680044728612e-20, 1.000295526787159e-21, 1.6504578443945968e-21, 1.84945546773687e-21, 1.2927203317265884e-21]
[95, 2.9767244450456053e-23, 6.285564025864367e-19, 4.594824080511502e-20, 6.580891623599729e-24, 5.894492301409274e-23, 2.1258108824561732e-23, 1.0387931237088655e-21]
[242, 1.3069287035811177e-21, 1.5659536673433717e-19, 2.3831934140323974e-20, 2.4841146838560393e-21, 3.398861371317482e-21, 4.697172056450624e-21, 6.58381210095697e-22]
[268, 9.377275102617765e-22, 3.262403473632025e-20, 1.4679089869040126e-21, 2.6590523376487174e-22, 6.265182251276464e-22, 7.953918110955119e-22, 4.78388282496954e-22]
[646, 8.078993647296634e-24, 2.7186695613600202e-21, 3.739558304342354e-20, 2.3662087276003952e-23, 1.0525506182144461e-22, 1.0885797141189602e-22, 4.64583515188496e-22]
[920, 3.9292762674601983e-22, 4.190376017242911e-19, 1.5316080268371667e-20, 9.871337435399597e-22, 2.475686766591895e-21, 7.015175912105371e-22, 4.616858327594958e-22]
[69, 2.827888222793325e-22, 2.0951880086214557e-18, 2.552680044728611e-20, 5.001477633935795e-22, 1.6504578443945968e-21, 6.164851559122901e-22, 3.231800829316471e-22]
[850, 1.1906897780182422e-23, 8.380752034485822e-19, 3.829020067092917e-20, 1.974267487079919e-23, 1.7683476904227825e-22, 2.6572636030702165e-23, 2.019875518322794e-22]
[600, 1.0418535557659618e-22, 2.0951880086214556e-19, 1.2763400223643059e-21, 1.3161783247199458e-23, 5.894492301409274e-23, 3.1887163236842596e-23, 1.3850574982784874e-22]
[965, 3.652117894622559e-22, 6.52480694726405e-20, 2.3026023323984516e-21, 9.306683181770511e-23, 3.947064818304173e-22, 5.959173682372805e-22, 1.1150004364523903e-22]
[402, 1.3224543172658182e-24, 8.156008684080059e-21, 6.599220537074744e-21, 4.1408652733006914e-24, 1.0525506182144463e-22, 1.4198865836334268e-23, 6.012257255380536e-23]
[993, 2.380417771078473e-23, 1.3049613894528093e-20, 1.6420196960546332e-22, 1.7352197335736228e-23, 1.644610340960072e-23, 2.1277021732768628e-23, 3.838127864040908e-23]
[670, 1.0543086709722109e-22, 1.0874678245440082e-21, 7.360777947831118e-23, 2.6331656096886452e-23, 3.0151189584267983e-23, 1.2957706235256092e-22, 3.7166681215079684e-23]
[955, 5.953448890091211e-24, 2.0951880086214556e-19, 7.658040134185835e-21, 6.580891623599729e-24, 5.894492301409274e-23, 1.0629054412280866e-23, 3.4626437456962186e-23]
[758, 9.765122901810551e-23, 1.812446374240014e-20, 1.8873789609823375e-22, 4.672554396793121e-23, 9.209817909376404e-23, 1.5905755802007487e-22, 3.2648378792854303e-23]
[237, 2.9506360280595445e-23, 2.8999141987840215e-21, 7.728816845222674e-22, 8.06937848130391e-25, 2.0883940837588222e-22, 6.851200997951498e-24, 2.7588712946767824e-23]
[140, 2.9767244450456053e-23, 2.0951880086214556e-19, 1.2763400223643059e-21, 1.3161783247199458e-23, 5.894492301409274e-23, 3.1887163236842596e-23, 2.3084291637974793e-23]
[742, 5.953448890091211e-23, 2.0951880086214556e-19, 1.2763400223643059e-21, 1.3161783247199458e-23, 5.894492301409274e-23, 6.377432647368519e-23, 2.3084291637974793e-23]
[939, 1.4883622225228027e-23, 2.0951880086214556e-19, 1.2763400223643059e-21, 1.3161783247199458e-23, 1.1788984602818548e-22, 1.0629054412280866e-23, 2.3084291637974793e-23]
[531, 1.903989716444912e-23, 2.709262400248048e-21, 3.619895163964664e-23, 2.748736109639175e-23, 1.403631121064872e-22, 2.0654999065789383e-23, 2.1600319854528032e-23]
[601, 6.731212326136512e-23, 1.9574420841792146e-20, 3.741728790147485e-22, 4.8807605408157386e-23, 2.5843876786515412e-22, 9.472530075428591e-23, 2.0308936521097106e-23]
[346, 5.953448890091211e-24, 2.0951880086214556e-19, 2.5526800447286117e-21, 6.580891623599729e-24, 5.894492301409274e-23, 1.0629054412280866e-23, 1.1542145818987396e-23]
[505, 5.953448890091211e-24, 2.0951880086214556e-19, 1.2763400223643059e-21, 6.580891623599729e-24, 5.894492301409274e-23, 5.314527206140433e-24, 1.1542145818987396e-23]
[191, 6.890788480419922e-24, 3.262403473632025e-20, 5.756505830996129e-22, 1.3295261688243587e-23, 4.385627575893526e-23, 1.453456995700684e-23, 7.433336243015933e-24]
[698, 6.890788480419922e-24, 3.262403473632025e-20, 5.756505830996129e-22, 1.3295261688243587e-23, 4.385627575893526e-23, 1.453456995700684e-23, 7.433336243015933e-24]
[137, 7.574056544340595e-25, 3.624892748480027e-22, 7.643884791978464e-23, 4.2470413059494266e-26, 7.309379293155877e-25, 9.141238966670969e-26, 6.376636482979356e-24]
[982, 2.9767244450456054e-24, 2.0951880086214556e-19, 1.2763400223643059e-21, 6.580891623599729e-24, 5.894492301409274e-23, 5.314527206140433e-24, 5.771072909493698e-24]
[45, 5.9478384778361444e-24, 1.6312017368160124e-20, 3.7992938484574446e-21, 4.723316652402327e-24, 3.7591093507658784e-23, 5.713589569306137e-23, 5.575002182261951e-24]
[220, 5.9478384778361444e-24, 1.6312017368160124e-20, 3.7992938484574446e-21, 4.723316652402327e-24, 3.7591093507658784e-23, 5.713589569306137e-23, 5.575002182261951e-24]
[845, 5.9478384778361444e-24, 1.6312017368160124e-20, 3.7992938484574446e-21, 4.723316652402327e-24, 3.7591093507658784e-23, 5.713589569306137e-23, 5.575002182261951e-24]
[959, 5.9478384778361444e-24, 1.6312017368160124e-20, 3.7992938484574446e-21, 4.723316652402327e-24, 3.7591093507658784e-23, 5.713589569306137e-23, 5.575002182261951e-24]
[245, 8.704153870004113e-25, 6.52480694726405e-21, 2.993383032117988e-21, 1.9243141917194665e-24, 6.891700476404111e-23, 6.766092911020424e-24, 3.7166681215079666e-24]
[615, 4.7969024780823766e-24, 1.8124463742400137e-21, 5.662136882947011e-23, 1.0759171308405215e-24, 1.0233131010418227e-23, 5.3019186006691616e-24, 2.9150338207905636e-24]
[110, 5.099864739856001e-24, 3.624892748480027e-22, 4.2466026622102584e-24, 2.6897928271013037e-25, 9.136724116444846e-24, 1.0512424811671614e-24, 2.7588712946767827e-24]
[234, 2.176038467501028e-24, 3.262403473632025e-21, 8.634758746494194e-23, 1.7493765379267875e-24, 4.698886688457348e-24, 2.2553643036734745e-24, 2.654762943934262e-24]
[370, 6.011155987571901e-26, 3.624892748480027e-22, 1.0191846389304623e-22, 1.820160559692611e-26, 5.220985209397054e-26, 2.5217210942540608e-26, 2.186275365592922e-24]
[468, 1.0098742059120793e-25, 1.8124463742400134e-22, 1.0191846389304623e-22, 2.831360870632951e-26, 1.4618758586311753e-24, 2.2853097416677422e-26, 7.027313675120106e-25]
[341, 7.751477901195103e-26, 6.77315600062012e-23, 9.789252060104323e-25, 3.053613624899863e-26, 1.7202891921131124e-25, 8.442381207898604e-26, 1.9918703928406354e-25]
[414, 1.472185978609449e-25, 6.249740254320758e-24, 2.2799367090076607e-25, 1.4602729445933244e-25, 1.0639432492409041e-25, 2.789904044926338e-25, 1.7247705145463107e-25]
[229, 2.049911013597015e-25, 5.0171525930519415e-23, 8.791487951341016e-25, 7.000215944796087e-26, 4.612872228851694e-25, 2.643694021440549e-25, 1.0683783005242621e-25]
[5, 6.38002333565726e-26, 2.6366091697915685e-25, 4.837430930416253e-24, 1.2804785788251892e-26, 4.0255917264511523e-25, 8.256910040684735e-26, 1.031026413574217e-25]
[90, 1.0874333321706808e-25, 3.38657800031006e-23, 3.2772713418610124e-24, 1.8450707677211852e-25, 2.5845957781505873e-24, 3.1213029113709614e-26, 7.682529565654623e-26]
