user_id,created_at,location,favorite_count,retweet_count,text
tailsofLA,Tue Nov 29 01:11:22 +0000 2016,LA,0,0,"RT @Trumpnado2016: Trump's evil, nasty &amp; racist inner self just pour out in every one of #TrumpsButtUglyPhotos
@MELANIATRUMP… "
TotiFacundo,Tue Nov 29 01:11:23 +0000 2016,,0,0,el blanco y negro es la solucion a las fotos quemadas
Ziatmo_Buandu,Tue Nov 29 01:11:22 +0000 2016,"Nebraska, USA",0,0,SONY PLAYSTATION 3 SLIM 120 GB BLACK CONSOLE (CECH-2001A)   https://t.co/UA1v3wiUZt https://t.co/mqGUndpcSC
mdub2829,Tue Nov 29 01:11:23 +0000 2016,,0,0,#Mr &amp; Mrs White Peeps               How long will it take till you realize you've been gulled?
GABRIIILL,Tue Nov 29 01:11:23 +0000 2016,,0,0,"A rapaziadinha da rua só quer graça, kkk"
test_cr16,Tue Nov 29 01:11:23 +0000 2016,,0,0,“It is currently 2016-11-28 7:10 pm and CheerLights is white.”
Insterburger1,Tue Nov 29 01:11:23 +0000 2016,"Bayern, Deutschland",0,0,"RT @ZZsIP: #DonaldTrump #NotMyPresident #LoveTrumpsHate #FuckTrump #Nazi #Hate #Impeach #Racist #down #with #Trump!!! 
 https://t.co/iG8bDN…"
B_RENT1316,Tue Nov 29 01:11:23 +0000 2016,"Missouri, USA",0,0,RT @rachelveronica: Hahaha. I'm a Hispanic woman who is pro-gun. What now? https://t.co/giWzJkJQRv
SpecialJewelryS,Tue Nov 29 01:11:23 +0000 2016,,0,0,Black Gold Filled AAA Diamond Women's Disney Engagement Ring Bridal Set 1.45 CTW https://t.co/cvyqzS1AVi https://t.co/RGEdbshcJB
StarWarsTrivi,Tue Nov 29 01:11:23 +0000 2016,"Washington, DC",0,0,Star Wars Black Series Voice Changer Helmet STORMTROOPER TAKARA TOMY NEW Japan https://t.co/Y4oM4SqAfH #StarWars https://t.co/KLY6iL5P1H
mixed_race,Tue Nov 29 01:11:23 +0000 2016,"Maryland, USA",0,0,Updated: Motherhood in Liminal Spaces: White Mothers’ Parenting Black/White Children https://t.co/PJ9NlSFyfZ #MixedRace #Multiracial
lupeee3_,Tue Nov 29 01:11:23 +0000 2016,,0,0,RT @skrongmeat_: black only crack if the black do crack  https://t.co/9Egi06bsno
EphromJosine1,Tue Nov 29 01:11:23 +0000 2016,The Universe ,0,0,You have never heard of me before this tweet have you? Otherwise you would know I fairly left wing and just felt… https://t.co/yKkWBulZOR
hepular,Tue Nov 29 01:11:23 +0000 2016,mcmurry university,0,0,"RT @KaivanShroff: ASSOCIATED PRESS ON ""ALT-RIGHT"":

""In the past we have called such beliefs racist, neo-Nazi or white supremacist."" https:…"
Rabdear,Tue Nov 29 01:11:23 +0000 2016,,0,0,"RT @EASPORTS_MUT: Our final Blast Door for the Black Friday / Cyber Monday Blitz! 

Check back around 10pm ET for our last Limited Ti… "
Angelodelimamel,Tue Nov 29 01:11:23 +0000 2016,"Natal, Brasil",0,0,RT @giullianemf_: O Zelito não morreu pq é gay e negro. Nem tudo oq acontece com negros e gays é preconceito. A trama se comportou dessa fo…
SizeMeUpp,Tue Nov 29 01:11:23 +0000 2016,Baltimore,0,0,RT @Pr3tTiMom0: She really being fake gay for money
BradWalsh77,Tue Nov 29 01:11:23 +0000 2016,southampton ,0,0,RT @CitizenSlant: Rep. Darrell Issa’s Race is Finally Called Three Weeks After Election Day https://t.co/U5RrqOTlDE https://t.co/T0JbzMFmfe
abreeu76,Tue Nov 29 01:11:23 +0000 2016,"Rio de Janeiro, Brasil",0,0,RT @vick1437: @abreeu76 EU N TOO FZND NADAAA BB KKK
Insterburger1,Tue Nov 29 01:11:23 +0000 2016,"Bayern, Deutschland",0,0,RT @sbcbooks: It's time to stop using the term #RWNJ's &amp; call them what they are - #Nazi's #auspol https://t.co/tHMr2R0tEW
fat_jugg,Tue Nov 29 01:11:23 +0000 2016,,0,0,RT @eruoma_: George 💙💙💙 https://t.co/1ZRqYP0hS8
Kaelath_The_Red,Tue Nov 29 01:11:23 +0000 2016,"Alma, Michigan",0,0,RT @BroTeamPill: THE OHIO STATE ATTACKER WAS INTERVIEWED MONTHS AGO SAYING HE FEARS BEING PERCEIVED AS A STEREOTYPICAL VIOLENT MUSLI… 
_WitMySassyAzz,Tue Nov 29 01:11:23 +0000 2016,,0,0,RT @_GirlBye_: I'm beyond ova this fake lesbian relationship. Girl bye u don't even look comfortable #lhhny 😒
shemale_chat1,Tue Nov 29 01:11:23 +0000 2016,United States,0,0,Shemale/Transgender sex cams -&gt;&gt;https://t.co/YQyQHHF8PD https://t.co/YQyQHHF8PD https://t.co/YQyQHHF8PD BUSTY19 - SEXY #shemale #ts
NadirValentina,Tue Nov 29 01:11:23 +0000 2016,,0,0,Adicionei um vídeo a uma playlist @YouTube https://t.co/hreKk9B6Lo White Stripes - Seven Nation Army [The Glitch Mob Remix] (OST
kjvonbonn,Tue Nov 29 01:11:23 +0000 2016,,0,0,"RT @2ALAW: Islam is not a religion
All muslims are terrorist
All terrorist are muslims
There is no such thing as a good muslim.
JESUS is Lo…"
SandraEckersley,Tue Nov 29 01:11:23 +0000 2016,Sydney AUSTRALIA,0,0,Did you know? 6 Muslim women made the Forbes 100 Most Powerful Women list. #ICYMI #auspol  https://t.co/zW7eJyTJur
LaurenSexyGirl,Tue Nov 29 01:11:23 +0000 2016,"Maryland, USA",0,0,Muslim Student Behind OSU Attack Said He ‘Was Kind of Scared’ to Pray on Campus via @GossipBucket https://t.co/F7GRbCTBZ9
_rafatx,Tue Nov 29 01:11:23 +0000 2016,,0,0,"RT @thaiszuzu: ""Kkk"" não é resposta"
AraceliConley15,Tue Nov 29 01:11:23 +0000 2016,,0,0,RARE�� Nike Kobe X Low Majors University Red White Crimson 705317-616 Sz 10 LE https://t.co/IWIlVbpELq
KiannaMPrice,Tue Nov 29 01:11:23 +0000 2016,,0,0,"I'm pretty sure out of all of these us ""Black Women"" are the only ones that come in distinct different shades but o… https://t.co/2sxK2wKkQl"
followed,Tue Nov 29 01:11:23 +0000 2016,Earth,0,0,Filmmaker Outraged ‘White’ Cop Praised as Hero For Shooting Somali https://t.co/u6xiP23joo
ayuhapomadeshop,Tue Nov 29 01:11:23 +0000 2016,Samarinda-Kalimantan Timur,0,0,"Ready Pomade Now!! Black Knight , waterbased , @79PomadeShop #pomadesamarinda #jualpomade #samarinda #pomade https://t.co/njZ2ZT5LLd"
lf1madptr,Tue Nov 29 01:11:23 +0000 2016,"Thousand Oaks, CA",0,0,"RT @TheMarkRomano: On the day a Somali refugee attacked at Ohio State, let us remember that Obama let in 43,000 Somali refugees!

https://t…"
naaaaddii_,Tue Nov 29 01:11:23 +0000 2016,,0,0,"RT @CauseWereComedy: Me: I wish I had enough money to shop all these Black Friday deals

My bank account: https://t.co/NvBbG0e6Oo"
CarlosdosPass1,Tue Nov 29 01:11:23 +0000 2016,"Criciúma, Brasil",0,0,"@oksanamelo_ de manhã sim, a noite não kkk"
PinaycamsCams,Tue Nov 29 01:11:23 +0000 2016,,0,0,pinayhotrider is currently Live Free Chat #pinay #filipina #philippines #asian #asia #pussy #ass #sex #sexo #sexe #… https://t.co/VjwQyNeYJh
YehudahFinkels1,Tue Nov 29 01:11:23 +0000 2016,"Sderot, Israel",0,0,"RT @Green_Footballs: Man, do the TV news networks ever suck. This is just pitiful, @ABC. https://t.co/nxEfhVvt2J"
kristinblakely,Tue Nov 29 01:11:23 +0000 2016,"columbia, sc",0,0,RT @goclemson: Watson’s back in the Heisman Trophy race https://t.co/mYVxGkRXrN #thestate
arturoangulo99,Tue Nov 29 01:11:23 +0000 2016,,0,0,RT @WhitePeopIeCray: White people logic  https://t.co/glOPaeG8td
abuosama1386,Tue Nov 29 01:11:23 +0000 2016,السعودية ,0,0,"سبحان الله وبحمده عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته
♻️ https://t.co/glAoDTbqhe"
KeepitRealTea,Tue Nov 29 01:11:23 +0000 2016,,0,0,RT @YusefforPeace: 👉🏾 @USArmy 👇🏾 https://t.co/7Ky3heSstM
teguhireng,Tue Nov 29 01:11:23 +0000 2016,Indonesia,0,0,RT @PcintaAnakYatim: Rasulullah Saw melarang orang makan atau minum sambil berdiri. (HR. Muslim)
DrayySmith,Tue Nov 29 01:11:23 +0000 2016,"Columbus, OH",0,0,Keep your prayers.. https://t.co/4Lnu5rbUhy
Fmassen,Tue Nov 29 01:11:23 +0000 2016,,0,0,"RT @adrian_urrutia: Finalizo el encuentro nacional de la Federación Argentina LGBT. Agotado, fortalecido y entusiasmado, con mas elemen… "
taythemon,Tue Nov 29 01:11:23 +0000 2016,#FreeInfamous,0,0,RT @IAmAlExtra: NASTY ASS BLACK PPL.. IM NASTY BUT DIS NEEDS JESUS... https://t.co/QxZa4i6QXV
__polomarco,Tue Nov 29 01:11:23 +0000 2016,FMOSC: Marcotwo5◾️,0,0,RT @moneymanwes2: No Female Attitude Is Too Much To Handle Y'all Niggas Just Some Bitches 😂😂
isaacgrivett,Tue Nov 29 01:11:23 +0000 2016,weast coast,0,0,WAIT MICHEL IS GAY
HissienAbdo,Tue Nov 29 01:11:24 +0000 2016,,0,0,"اللهم صل وسلم على نبينا محمد
♻️ https://t.co/ymUckTmm5g"
FTD_Guido24,Tue Nov 29 01:11:24 +0000 2016,"LA, Jersey Shore, NY, Miami",0,0,"RT @PrisonPlanet: As soon as I found out the attacker was a Muslim Somali immigrant, I knew white people &amp; Trump were to blame. https://t.c…"
ts2marcintest,Tue Nov 29 01:11:24 +0000 2016,,0,0,Paramedics Credited with Saving Life of Runner during Pittsburgh’s Great Race https://t.co/1NVDFbtQAS
pc_idiocracy,Tue Nov 29 01:11:23 +0000 2016,,0,0,"RT @RepublicanPunk: Muslim refugee goes on a car-and-knife attack. Lives are saved by a cop with a gun.

The left blames the Second Amendme…"
jinyoungmingyu,Tue Nov 29 01:11:24 +0000 2016,KINGYU ,0,0,"RT @chaehoons: is junhui gay

Yes                          100%

No                            0%

6,976,451,320 votes"
Greene_DM,Tue Nov 29 01:11:24 +0000 2016,Boston,0,0,@tressiemcphd Aaron panofsky has a neat/crazy project about white nationalists discussing their results with each other online
W_MustangHD7,Tue Nov 29 01:11:24 +0000 2016,"Seattle, WA",0,0,"RT @esieradzki: Muslim Attacker
""Islam is bad!""
Somali Attacker
""Immigrants are bad!""
White Attacker
""poor guy, we need more mental health…"
browneyedhexe,Tue Nov 29 01:11:24 +0000 2016,"New York, NY",0,0,"RT @ShaunKing: When Bannon was told that doing so would disproportionately impact Black voters, he then said, ""maybe that's not such a bad…"
StevenAReese,Tue Nov 29 01:11:24 +0000 2016,,0,0,"RT @Harry1T6: Christian: I don't wana bake a cake for ur wedding

Left: Nazi bigot!

*Castro sends gays to forced labor camps*

Left: free…"
Bharathsupergbk,Tue Nov 29 01:11:24 +0000 2016,"Bhavani,Erode",0,0,RT @ManishTewari: An interesting parody on demonetisation.The guy who made it has a sense of black humour. Laughter in times of natio… 
wegetnews,Tue Nov 29 01:11:24 +0000 2016,United States,0,0,.ladygaga kept Thanksgiving going into Black Friday with a private concert at her local LGBTQ center. https://t.co/odqceo0agX
fox6now,Tue Nov 29 01:11:23 +0000 2016,Milwaukee,0,0,Woman goes on 'racist' tirade in Chicago store; well-wishers donate thousands to berated manager:… https://t.co/lTy6eF9amL
Carolll_22,Tue Nov 29 01:11:24 +0000 2016,"Ilha do Governador, Rio de Jan",0,0,RT @LuucasM22: Mec tref kkk https://t.co/ldHtQiadnM
abuosama1386,Tue Nov 29 01:11:24 +0000 2016,السعودية ,0,0,"سبحان الله وبحمده عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته
♻️ https://t.co/iFM6iqaf10"
NewDeals_C61,Tue Nov 29 01:11:24 +0000 2016,,0,0,Moto G (4th G) Black - 16 GB - Unlocked #iphone #news #free #digital #shop #newdeals #cybe… https://t.co/1WscqqCp6p https://t.co/87qbMLiprE
skeebotz,Tue Nov 29 01:11:24 +0000 2016,,0,0,@eriqofficiel @cnnbrk lol cause only whites are racist right?
IncredibleAnti,Tue Nov 29 01:11:24 +0000 2016,,0,0,Chinese blue and white vase hand-painted ceramic crafts retro Canister  https://t.co/vlwz7mEbup https://t.co/mZCDPE1E5J
CardFlame,Tue Nov 29 01:11:24 +0000 2016,,0,0,LastChanceEbay: New PS4 - BLACK Controller Silicone Skin Protector (KMD) Case PlayStation 4 https://t.co/NLUHDAbWA5 #ebay #deals #toys #ga…
princdoce,Tue Nov 29 01:11:24 +0000 2016,"Macapá, Brasil",0,0,"RT @luytch: Se a mamãe tivesse visto essa cena do cara seduzindo e envenenando a gay já ia falar ""Tá vendo pq tu tem que tomar cuidado em f…"
EscalaDeGrises_,Tue Nov 29 01:11:24 +0000 2016,,0,0,Que ironía que un socialista muera en una fecha tan capitalista como lo es el black friday
kdougiie,Tue Nov 29 01:11:21 +0000 2016,Over the Rainbow,0,0,I just added this to my closet on Poshmark: Black &amp; Gold Velvet Heels. https://t.co/d4WBQZWrJ3 via @poshmarkapp #shopmycloset
bubbytran,Tue Nov 29 01:11:24 +0000 2016,,0,0,thought he was lw gay at first and not that cute as everyone says but he's funny n seems chill!!🙂😂 https://t.co/1cYbWohoQF
USWNTaddict1,Tue Nov 29 01:11:24 +0000 2016,,0,0,RT @amyackcr: I AM SO GAY https://t.co/TvmpzeUbhk
SpennyT,Tue Nov 29 01:11:24 +0000 2016,Black Lodge ,0,0,Which allows for bullshit like white nationalism to gain traction or at the very least sympathizers. Rational people won't be pushed cont..
lukinfred,Tue Nov 29 01:11:24 +0000 2016,"Tokyo-to, Japan",0,0,"(Video) Group foursome A https://t.co/nzr7geS9xm #asianteen, #asiangirl, #porn, #nsfw, #sex, #asian"
issam_srh,Tue Nov 29 01:11:24 +0000 2016,,0,0,"RT @KhtyRappels: sans que Allah ne lui efface à cause de cela une partie de ses péchés »🌹
 [Bukhari et Muslim, riyad as-salihin n°37]"
pinay_cams,Tue Nov 29 01:11:24 +0000 2016,,0,0,pou is currently Live Free Chat #pinay #filipina #philippines #manila #cebu #angeles #asian #sex #pussy #booty #ass https://t.co/tYqrydcdpn
PlanetNature90,Tue Nov 29 01:11:24 +0000 2016,,0,0,RT @johncardillo: I've warned time and again about the vicious nature of Somali Muslim #refugees. Abdul Razak Ali Artan proved my point. #O…
YunginRena,Tue Nov 29 01:11:24 +0000 2016,htx ,0,0,RT @RapFavorites: Breaking News: Kodak Black has been released from jail https://t.co/KmtNG85VmV https://t.co/vPvdIZ2uv5
sathiyanvimalan,Tue Nov 29 01:11:24 +0000 2016,puducherry,0,0,@narendramodi Introduced new 2000 is helping rich people to send their black money through fake saints after 8th as holding little here.
Jasmine_lbg,Tue Nov 29 01:11:24 +0000 2016,Eric Formans Basement,0,0,RT @dqddy: if your girl wears chokers she's got a black belt in dick sucking
dumbmermaidsays,Tue Nov 29 01:11:24 +0000 2016,United States,0,0,"🐠🦀🎤""I wanna be....where the white privileged are""🎤🐳⚓️#itshardbeingamermaid"
GoodClothingSh,Tue Nov 29 01:11:24 +0000 2016,,0,0,Womens White LIZ CLAIBORNE LIZ GOLF Shorts 16 Cotton Polyester Blend https://t.co/Q9Uki1q9G5 https://t.co/LN97pZp8rb
RegularAsFuck,Tue Nov 29 01:11:23 +0000 2016,"Atlanta, GA",0,0,White women won't let black women have anything... https://t.co/OSyBr69IEX
jonathanhawkash,Tue Nov 29 01:11:24 +0000 2016,Contagem,0,0,"Foi pra mim, todo mundo sabe e eu assim óh... Ameiii!😂😂😂 Alanis melhor pessoa! https://t.co/Ii1CvbyVkx"
x_Simplistic,Tue Nov 29 01:11:24 +0000 2016,,0,0,"RT @seducsive: no female wants to start over with a new guy. telling secrets, giving her body away. falling all over again. it’s too much."
alice_biscoito,Tue Nov 29 01:11:24 +0000 2016,"Vila Velha, Brasil",0,0,RT @stefhany_anna: @alice_biscoito @_SheilaQueiroz  nada ué kkk
hassan_23o,Tue Nov 29 01:11:24 +0000 2016,"Mississauga, Ontario",0,0,RT @WhitePeopIeCray: White people logic  https://t.co/glOPaeG8td
lukinfred,Tue Nov 29 01:11:24 +0000 2016,"Tokyo-to, Japan",0,0,"(asian sex video) Japanese schoolgirl Chika is on her... https://t.co/ZCK2zqQkt1 #asianteen, #asiangirl, #porn, #nsfw, #sex, #asian"
DaveAdega,Tue Nov 29 01:11:24 +0000 2016,,0,0,"i love sex,especially with sexy white moms"
UilahLala,Tue Nov 29 01:11:24 +0000 2016,☀Paradise Is Where I Reside ☀,0,0,RT @BleacherReport: South Carolina players accuse Clemson players of using racial slurs during rivalry game https://t.co/Re8tqdnYVJ https:/…
sarahmterra,Tue Nov 29 01:11:24 +0000 2016,"Pelotas, Rio Grande do Sul",0,0,Provinha amanhã e não estudei nada e minha duplinha @silveira_su tb não kkk q óteeeemo
THEnerdyone32,Tue Nov 29 01:11:24 +0000 2016,The Greatest Country On Earth,0,0,"A Muslim, refugee, stabs people, on a college campus (safe space) &amp; people are already trying to forget about it bc it doesn't fit their MO."
TimBeeman_17,Tue Nov 29 01:11:24 +0000 2016,,0,0,RT @ComedyWorIdStar: This what Black Friday looks like in Canada... dude these are the nicest people on the planet https://t.co/V4PMeQi4WH
Fall_7stand_8,Tue Nov 29 01:11:24 +0000 2016,,0,0,RT @__JUICELXRD: Bitch what is this https://t.co/2foP1A91H9
filippovadomni2,Tue Nov 29 01:11:24 +0000 2016,,0,0,#lesbian street fighter girls live cam porn free https://t.co/w7jg4kEufL
SpecialJewelryS,Tue Nov 29 01:11:24 +0000 2016,,0,0,Black Gold Filled AAA Diamond Women's Disney Engagement Ring Bridal Set 1.45 CTW https://t.co/cvyqzS1AVi https://t.co/p3YvTMB0RS
DuncanIdunno,Tue Nov 29 01:11:24 +0000 2016,Toronto,0,0,"RT @Gayhooters: ""Like Hooters but Gay"" https://t.co/VoZhoMjJpt"
OnYourKneesWorm,Tue Nov 29 01:11:24 +0000 2016,"Nueva York, USA",0,0,@kevin_robledo98 a vos gay de mierda jajaja hey @Rodrii_Sanchez hacete responsable de tus hechos
Danny_Gravel,Tue Nov 29 01:11:24 +0000 2016,"Montréal, Québec",0,0,"RT @cbgirl19: I've been enjoying the recent surge of  memes about how white people cant deal with spicy things, lol. 😭🌶"
Jacob_Vasquez17,Tue Nov 29 01:11:24 +0000 2016,,0,0,Wish I had money https://t.co/uBZ6jdHLWh
BovarysComplnt,Tue Nov 29 01:11:24 +0000 2016,,0,0,"RT @JShahryar: So if Abdul Razak Ali Artan's actions mean we should kick out all Muslims from America, do we kick out all White men because…"
MazeDaMouth,Tue Nov 29 01:11:25 +0000 2016,Lagos.Chicago.Durham.Forbes.,0,0,"RT @HooverInst: Dr. Thomas Sowell: ""...it is hard to see any racial issue that matters as much as #education."" https://t.co/RHgr0YBOTc"
fephf,Tue Nov 29 01:11:24 +0000 2016,,0,0,"RT @in_other_word: ""여자를 여자임을 명시해서 부르지 마라!""라는 주장이 이상하게 느껴진다면 원래 순수 인류학 용어로 '흑인'이라는 뜻이었던 negro가 어떻게 열등한 인종이라는 의미를 담아 경멸을 표출하기 위해 사용되었는지, 그러다…"
LyssGeorge,Tue Nov 29 01:11:25 +0000 2016,1738,0,0,RT @ColIegeStudent: Can there be a Black Friday deal for my college tuition
llama_robber,Tue Nov 29 01:11:25 +0000 2016,"Minneapolis, MN",0,0,"RT @stevemorris__: Relative: Hi! How are you
Me: Hillary Rodham Clinton won more votes than any white man in American history."
olocofeer,Tue Nov 29 01:11:25 +0000 2016,logo ali,0,0,"Faz um tempo que tu foi hj tu ta de volta , que eu sei que tu gosta essa é a hora kkk"
TTONGCHAN,Tue Nov 29 01:11:25 +0000 2016,wm ent,0,0,"RT @miracle_yj: 화이트 (White) chart (09.28 KST)
@WM_OHMYGIRL 
MelOn : 37
Genie : 32
Naver : 89
Mnet : 7
Bugs : 24"
grapewine2001,Tue Nov 29 01:11:25 +0000 2016,,0,0,"RT @byjoelanderson: In DC, white families have 81 times the wealth of black ones. In LA, it’s 89 times as much. Identity politics indeed ht…"
brttneymonique,Tue Nov 29 01:11:25 +0000 2016,Maryland,0,0,!!!!!!!!! Yes with the red ornaments 🚮🚮 https://t.co/deGkk0CXvR
rupualsdragrace,Tue Nov 29 01:11:25 +0000 2016,,0,0,roxxxy's drag race
SvenskKram,Tue Nov 29 01:11:25 +0000 2016,,0,0,"RT @AnnCoulter: NYT: ""‘White Nationalism,’ Explained""  I look forward to NYT's explanation of Japan's ""Yellow Nationalism"" next!"
t_Recipes,Tue Nov 29 01:11:25 +0000 2016,"Bellevue, WA",0,0,Southwestern Black Bean Salad https://t.co/eWDLbKbGjb
nicxlecatherine,Tue Nov 29 01:11:25 +0000 2016,never in corona,0,0,RT @miss_victoriaxo: And this why i can't stand white bitches sometimes... https://t.co/yPkFErn5bc
Esha_gates,Tue Nov 29 01:11:25 +0000 2016,,0,0,RT @KanaeVu: These hoes leave their children just to be fake gay for Tv? #LHHNY
MennaAmr2,Tue Nov 29 01:11:25 +0000 2016,Alexandria,0,0,RT @TheWorldStories: I want to visit the black beaches of Hawaii/Iceland💅 https://t.co/kgRIfdljXE
darkdanvers,Tue Nov 29 01:11:25 +0000 2016,multifandom,0,0,"RT @surpergirls: im gay
I am gay
I am so gay
I am a homosexual
I like girls https://t.co/68f7HniT1y"
AstonishingCol,Tue Nov 29 01:11:25 +0000 2016,,0,0,"19thC Antique American NH White Mountain Cow Landscape Oil Painting, Gilt Frame https://t.co/eculzzlsg2 https://t.co/NSnz5wxQ2j"
JodiSawyer15,Tue Nov 29 01:11:25 +0000 2016,,0,0,RARE�� Nike Kobe X Low Majors University Red White Crimson 705317-616 Sz 10 LE https://t.co/6uvIyrHkqR
ckakunje,Tue Nov 29 01:11:25 +0000 2016,Detroit,0,0,"In India, Black Money Makes for Bad Policy https://t.co/iDmknLfImh"
JBurns_217,Tue Nov 29 01:11:25 +0000 2016,,0,0,RT @JamesVanLiew: All white shirts are temporary.
darkisartwork,Tue Nov 29 01:11:25 +0000 2016,"Miami, FL",0,0,"Close up, From The White Cherry Blossom Collection:  ""Illuminating Shadows"" Oil on Canvas… https://t.co/jP7vBdWbbe"
LeFinckenstein,Tue Nov 29 01:11:25 +0000 2016,"St Louis, MO",0,0,I like my coffee black like my teenage angst
flarvrdvr,Tue Nov 29 01:11:25 +0000 2016, USA,0,0,"RT @sasstes: It's called Africa, Good Riddance, don't let the door hit you in the ass

So sick of #AntiWhite Discrimination, tim… "
FU_Haneulina,Tue Nov 29 01:11:25 +0000 2016,,0,0,@FU_spartakjk76 moya kkk kenapa makasih
truthfoundatio,Tue Nov 29 01:11:25 +0000 2016,,0,0,@ArianaGrande :8) of the factors that may have been contributory to the CONTINUED NEGRO SURVIVAL may be the NATIVE… https://t.co/nkW2tFAz8f
hallow333n,Tue Nov 29 01:11:25 +0000 2016,Halloween Heaven ↓→,0,0,Girl's Halloween Vampire Costume Dress Medieval Gothic Medium Size 8 9 10 Black ● #halloween https://t.co/WthMdhQl10
E_Heyys,Tue Nov 29 01:11:25 +0000 2016,Jersayyy,0,0,So I'm watching love and hip hop for the first time ever. All because of white chocolate. 🍦🍫💁🏽 @SoDrewski #iwantmycandybartho
eleljay,Tue Nov 29 01:11:25 +0000 2016,,0,0,RT @Maggyw519: @JYSexton @nytimes calls him a populist. No. he's a racist a neo. Nazi hero don't let them. Rehab him
ramaozete,Tue Nov 29 01:11:25 +0000 2016,,0,0,@TremBrenda fã kkk
MgicSurf,Tue Nov 29 01:11:25 +0000 2016,,0,0,"RT @mousterpiece: It's interesting that ""fatally flawed"" means ""private email server,"" not ""being racist, sexist, bigoted, and an act… "
marvilynmarie24,Tue Nov 29 01:11:25 +0000 2016,"Fernley, NV",0,0,"RT @fIeekin: No female wants to start over with a new guy. Telling secrets, giving her body away. Falling all over again. It’s too much.."
eitabeah,Tue Nov 29 01:11:25 +0000 2016,"Engenho de Dentro, Rio de Jane",0,0,"RT @monteiroferr: @eitabeah muito amor! Tenho que admitir que é recíproco kkk qnd não conversamos, eu lembro das histórias hashajahauahj"
WakefieldGabby,Tue Nov 29 01:11:25 +0000 2016,"Ohio, USA",0,0,RT @Lukegearhart1: HE KILLED SOMEONE WHO WAS TRYING TO KILL OTHERS- let me guess.. that's racist? https://t.co/8bDcgKGQX8
SusanSt08942260,Tue Nov 29 01:11:25 +0000 2016,,0,0,"RT @stmpinfortrump: YO, SNOWFLAKES: OSU Didn’t Call ‘Black Lives Matter’ They Called COPS with GUNS https://t.co/s4IqmYqNuQ https://t.co/lB…"
kalehd_2020,Tue Nov 29 01:11:25 +0000 2016,,0,0,"اللهم صل وسلم على نبينا محمد
♻️ https://t.co/7U5zIKaAnO"
sethstephens13,Tue Nov 29 01:11:25 +0000 2016,"Florence,SC",0,0,"RT @KRLott98: Yes, VERY interesting that a police officer was protecting students who this guy was trying to RUN OVER &amp; STAB https://t.co/i…"
FPRInews,Tue Nov 29 01:11:25 +0000 2016,Philadelphia PA USA,0,0,A counter-intuitive insight about extremism and religiosity https://t.co/Z8I6svpfHR
Juh_Sampaio0,Tue Nov 29 01:11:25 +0000 2016,,0,0,"Minha gente 😂
Estou bem na fita kkk https://t.co/ijPkstKEMv"
SoyGaro,Tue Nov 29 01:11:25 +0000 2016,,0,0,"RT @miabuelasabia: Disfruta de la vida. Hay mucho tiempo para estar muerto
(Hans Christian Andersen)"
wks511,Tue Nov 29 01:11:25 +0000 2016,Central Ohio,0,0,"RT @SheWhoVotes: Really? You're claiming *we* are the ones dividing people after Trump ran a campaign of division, racism &amp; misogyny… "
mohdxx999,Tue Nov 29 01:11:25 +0000 2016,المملكة العربية السعودية,0,0,"أعوذ بكلمات الله التامات من شر ما خلق
♻️ https://t.co/3JRA6ZNEOE"
2_fat_4_fashion,Tue Nov 29 01:11:25 +0000 2016,,0,0,RT @NathanM6792: I don't think white people deserve tamales this year.
PatapijSamojlov,Tue Nov 29 01:11:25 +0000 2016,,0,0,#pakistani teenage lesbian pics trailer park mom porn https://t.co/OJ0aFReEhr
adelinemolloy,Tue Nov 29 01:11:25 +0000 2016,,0,0,RT @NoHoesGeorge: TIPS TO SURVIVE A WHITE FAMILY THANKSGIVING: https://t.co/U9wU4eUZJI
KylePAuthor,Tue Nov 29 01:11:26 +0000 2016,,0,0,"@CaptainCanuck7 So, we should deport all Somalians for the action of one person, but not when they're white? Am I understanding correctly?"
Bajanlady08,Tue Nov 29 01:11:25 +0000 2016,Kansas City,0,0,"RT @ZachStafford: ""What do you have to lose?"" - Donald Trump to black people before election.  

I guess ""everything"" was the answer… "
kalehd_2020,Tue Nov 29 01:11:26 +0000 2016,,0,0,"اللهم صل وسلم على نبينا محمد
♻️ https://t.co/OWS1XZgMzC"
__tarafirma,Tue Nov 29 01:11:26 +0000 2016,"Portland, OR",0,0,I'd crash there in between my holiday aise raids https://t.co/CkuDqh5gNG
kocur_vania,Tue Nov 29 01:11:26 +0000 2016,,0,0,Nike Kobe X 10 Elite Grand Persian Violet Volt White SZ 12 https://t.co/4yGNIu4Y3Z
Brad_Is_Rad33,Tue Nov 29 01:11:26 +0000 2016,,0,0,"RT @LetsGoWarriors: VIDEO: Kevin Durant on Oakland Raiders' Black Hole: ""They get pretty rowdy"" 📺 (1:31) https://t.co/PqXDGWNB9o"
Gio_Giozita,Tue Nov 29 01:11:26 +0000 2016,"Fortaleza, Ceará",0,0,"@OpaOpaIsa KKK é sério,fui pro Ciman hj existir"
TonyIronStark,Tue Nov 29 01:11:26 +0000 2016,skyfall,0,0,"RT @CathyYoung63: Help.
Is this parody? Are we really meant to think any criticism of Islam is a gateway to fascism?
https://t.co/tiSEhTSZTQ"
